1 4035675
2 1323447
3 7666805
4 401375
5 278403
6 213668
7 165369
8 123431
9 104148
10 91187
11 78501
12 66542
13 66059
14 65990
15 65828
16 66066
17 65890
18 65892
19 65809
20 65800
21 65777
22 65906
23 66003
24 65741
25 66285
26 65795
27 65805
28 65825
29 65861
30 65684
